Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ANIX,"Anixa Biosciences, Inc.",3.98,74410661.08,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
ANSS,"ANSYS, Inc.",156.64,13088841220,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",3.41,537215727.3,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs
APLS,"Apellis Pharmaceuticals, Inc.",18.16,1020194732,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls
APOG,"Apogee Enterprises, Inc.",35.44,998783795.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",4.62,101148011.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,15.49,364143024.9,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",17.7,603298145.7,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",60.3,2065306838,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,28.7,1827356753,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
AAPL,Apple Inc.,176.69,8.38464E+11,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",0.564,4778575.164,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,1.0667,32120531.2,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.0602,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,6.14,111342717,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",35.43,34827354159,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",21.16,418939709.1,n/a,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,1.3,122858676.2,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",37.85,1707417928,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",0.309,8703704.661,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,2.41,54677728.14,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,20.87,699066194.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APTO,"Aptose Biosciences, Inc.",2.18,82341704.32,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",2.15,83704739.55,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.52,38049069.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",7.55,188189238.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQXP,"Aquinox Pharmaceuticals, Inc.",2.45,57666551.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,0.605,9207974.765,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
PETX,"Aratana Therapeutics, Inc.",6.37,309736166.7,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ARAV,"Aravive, Inc.",5.03,56245585.75,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,4.53,251311874.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",1.42,33156258.76,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",0.51,7101269.58,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.93,18765431.67,n/a,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,37.54,964407029.7,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,27.94,11307994707,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,21.61,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,21.01,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",2.21,35346417.34,n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,24.22,0,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Ltd.,5.845,62646710,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",2.56,159064396.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",39.94,1973293693,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,16.92,7212965544,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,105.71,2349326525,22224260,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,8.5,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,22.85,79293635.85,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,2.74,72572056.48,n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",3.71,404366059.4,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,15.52,3306878713,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,30.86,5364854941,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,26.6823,17343495,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,10.9502,5475100,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,33.74,487085755.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",13.53,1190953206,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",3.37,48242931.7,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,35.73,330204226,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.29,9619067.14,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",17,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.37,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",2.95,582279572.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,64.67,2553740179,39488792,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",0.8501,10583765.4,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.2965,31736869.86,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,5,30000000,6000000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,169.64,12284063795,72412543,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,5.89,107886270.1,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",84.75,5997747076,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",24.69,628685716.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",4.76,304349954.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",4.39,29348971.85,n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",34.15,778535717.8,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,31.87,1029934217,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",19.7,135110696.7,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.9,11876587.5,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,5.85,89062646.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",2.9,28517819.9,n/a,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,1.11,11724000.93,10562163,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",40.45,1846472360,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",132.48,5379795798,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",12.33,824801577.4,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.87,265064758.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,2.68,54268614.44,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",17.3,451600116.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AY,Atlantica Yield plc,19.68,1972275677,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,3.2,49205036.8,n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,50.77,1299219176,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",9.26,110536342.2,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.1045,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,85.72,20413924409,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",78.11,1247063018,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,3.43,42561240.75,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.34,7566379.68,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",32.29,1244026045,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,785.7,1455710389,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,0.195,4216938.96,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.02,0,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATTU,Attunity Ltd.,18.92,403693239.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.59,17713890.37,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",38.6,140651181.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",23.39,998516620.7,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,11.3,325628461.4,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",6.95,51984436.25,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,6.15,524860477.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.559,16972770.54,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,6.19,69169350.3,11174370,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",139.84,30571349959,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,42.69,770887738.1,18057806,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",143.61,62862764181,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.08,26933816,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,2.88,120672662.4,41900230,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,2.5084,184519464.2,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",4.9745,52502962.29,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",2.02,253200128,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",14.83,80446046.84,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",5.07,283927381.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",24.6225,17235750,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",6.12,256138211.9,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.335,7858481.255,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",27.86,2154863405,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10.15,121810373.3,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.36,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.21,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw
AVT,"Avnet, Inc.",42.52,4729337811,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",26.83,642225363.5,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.62,77993309.06,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",19.29,625230315.6,n/a,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",31.78,1229023840,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",43.64,2550695769,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",14.34,0,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXON          ,Axovant Sciences Ltd.,1.65,201760924.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",3.2,95402137.6,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,5.3,209550451.3,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",1.08,9324830.16,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",1.99,33711519.38,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,7.97,238215688.7,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",17.7,462448448.7,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.4,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.4,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",24.7888,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.4143,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",24.4738,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.27,8066930.78,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",182.66,51279314477,280736420,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,82.11,2647876301,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",2.97,688484042.7,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,52.62,1722658563,n/a,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.8,26800000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.41,52456641.65,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,44.11,853745388.9,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First National Corporation,49.6,1582383096,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),11.1,181128712.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,39.75,555979434,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,46.0195,46019500,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,18.45,101669426.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",13.161,57624596.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
